Record No.,Date,Name of the student,UCID Number,Class,Mobile Number,Sanctioned Amount,Description of Scheme,Remark,clean_low,sentiment_label,month,year
1803,2019-12-24,Aryabhatta Bhawsar,2255172409,CSE-DS,9876577823,1982,External Technical Training Programs,Consistent attendance throughout the academic year.,consistent attendance throughout the academic year.,Neutral,12,2019
1804,2023-01-16,Dhara Sampla,2221134356,COMPS,9876527116,1333,Conference - Seminar - Workshops - Exhibition - Technical Festival,Strong potential for future academic and professional success.,strong potential for future academic and professional success.,Positive,1,2023
1805,2023-09-20,Ritesh Sen,2943692986,CSE-DS,9876527979,801,Conference - Seminar - Workshops - Exhibition - Technical Festival,Demonstrated strong leadership skills in group projects.,demonstrated strong leadership skills in group projects.,Positive,9,2023
1806,2022-08-12,Chandika Tanwar,2597374479,CSE-DS,9876563250,856,Conference - Seminar - Workshops - Exhibition - Technical Festival,Active participant in extracurricular activities.,active participant in extracurricular activities.,Positive,8,2022
1807,2020-09-03,Sujan Bhandari,2224877210,CSE-DS,9876575184,141,"Membership - IET, IEEE, CSI, ASM",Received positive feedback from mentors and instructors.,received positive feedback from mentors and instructors.,Positive,9,2020
1808,2021-12-10,Jeetu Agrawal,2417640890,COMPS,9876552492,1357,"Membership - IET, IEEE, CSI, ASM",Demonstrated strong leadership skills in group projects.,demonstrated strong leadership skills in group projects.,Positive,12,2021
1809,2023-03-28,Somdatt Gujral,2494005483,CSE-AIML,9876542212,1767,Conference - Seminar - Workshops - Exhibition - Technical Festival,Demonstrated dedication and commitment to academic excellence.,demonstrated dedication and commitment to academic excellence.,Positive,3,2023
1810,2022-11-23,Mitali Kanetkar,2482989403,CSE-AIML,9876571290,696,External Technical Training Programs,Consistent attendance throughout the academic year.,consistent attendance throughout the academic year.,Neutral,11,2022
1811,2021-06-04,Rekha Mishra,2608136160,COMPS,9876562819,122,"Membership - IET, IEEE, CSI, ASM",Top scorer in the recent quiz competition.,top scorer in the recent quiz competition.,Positive,6,2021
1812,2022-09-16,Sheetala Bharati,2751630854,CSE-AIML,9876561808,775,Conference - Seminar - Workshops - Exhibition - Technical Festival,Demonstrated strong leadership skills in group projects.,demonstrated strong leadership skills in group projects.,Positive,9,2022
1813,2022-04-05,Shravan Govil,2259336399,CSE-DS,9876588000,1426,Conference - Seminar - Workshops - Exhibition - Technical Festival,Received positive feedback from mentors and instructors.,received positive feedback from mentors and instructors.,Positive,4,2022
1814,2018-02-23,Neeti Paswan,2931262105,CSE-DS,9876519144,1559,Conference - Seminar - Workshops - Exhibition - Technical Festival,Consistent attendance throughout the academic year.,consistent attendance throughout the academic year.,Neutral,2,2018
1815,2019-12-18,Rajendra Dhanuka,2548874065,COMPS,9876553684,875,External Technical Training Programs,Strong potential for future academic and professional success.,strong potential for future academic and professional success.,Positive,12,2019
1816,2022-12-31,Aparna Rai,2580851457,CSE-AIML,9876594270,940,External Technical Training Programs,Excellent performance in last semester.,excellent performance in last semester.,Positive,12,2022
1817,2019-05-20,Vimala Mantri,2307828572,CSE-DS,9876541884,118,"Membership - IET, IEEE, CSI, ASM",Active participant in extracurricular activities.,active participant in extracurricular activities.,Positive,5,2019
1818,2020-04-08,Pritish Pandit,2302791808,CSE-DS,9876531762,1478,External Technical Training Programs,Excellent performance in last semester.,excellent performance in last semester.,Positive,4,2020
1819,2018-06-23,Vijendra Dadlani,2339038993,CSE-AIML,9876532454,1852,"Membership - IET, IEEE, CSI, ASM",Strong potential for future academic and professional success.,strong potential for future academic and professional success.,Positive,6,2018
1820,2023-09-29,Brajesh Gujjar,2068539424,CSE-DS,9876526782,1122,External Technical Training Programs,Top scorer in the recent quiz competition.,top scorer in the recent quiz competition.,Positive,9,2023
1821,2018-11-29,Yashvi Mangeshkar,2084141095,COMPS,9876521102,1785,"Membership - IET, IEEE, CSI, ASM",Well-prepared and actively engaged during class discussions.,well-prepared and actively engaged during class discussions.,Positive,11,2018
1822,2019-02-12,Lalit Som,2651400742,CSE-AIML,9876583684,1333,"Membership - IET, IEEE, CSI, ASM",Excellent performance in last semester.,excellent performance in last semester.,Positive,2,2019
1823,2018-05-27,Ashwin Tomar,2760543248,COMPS,9876574680,384,Conference - Seminar - Workshops - Exhibition - Technical Festival,Received positive feedback from mentors and instructors.,received positive feedback from mentors and instructors.,Positive,5,2018
1824,2023-11-21,Nitya Shorey,2576335522,EXTC,9876590207,137,Conference - Seminar - Workshops - Exhibition - Technical Festival,Demonstrated dedication and commitment to academic excellence.,demonstrated dedication and commitment to academic excellence.,Positive,11,2023
1825,2020-09-17,Anugya Poddar,2866937861,CSE-DS,9876584106,1672,External Technical Training Programs,Received special recognition for outstanding project work.,received special recognition for outstanding project work.,Positive,9,2020
1826,2022-06-10,Shailja Mathur,2849161304,COMPS,9876531392,377,"Membership - IET, IEEE, CSI, ASM",Demonstrated strong leadership skills in group projects.,demonstrated strong leadership skills in group projects.,Positive,6,2022
1827,2019-05-07,Ranjana Pandey,2496705856,COMPS,9876547630,1527,Conference - Seminar - Workshops - Exhibition - Technical Festival,Top scorer in the recent quiz competition.,top scorer in the recent quiz competition.,Positive,5,2019
1828,2017-07-08,Mimansa Kapoor,2665513461,CSE-AIML,9876549948,1797,External Technical Training Programs,Top scorer in the recent quiz competition.,top scorer in the recent quiz competition.,Positive,7,2017
1829,2019-05-13,Sushma Pawar,2196875508,COMPS,9876599393,1590,External Technical Training Programs,Received positive feedback from mentors and instructors.,received positive feedback from mentors and instructors.,Positive,5,2019
1830,2021-08-28,Palash Rout,2714931453,CSE-DS,9876541670,799,External Technical Training Programs,Demonstrated dedication and commitment to academic excellence.,demonstrated dedication and commitment to academic excellence.,Positive,8,2021
1831,2019-09-19,Saurav Mumukshu,2324119014,CSE-DS,9876578890,1877,"Membership - IET, IEEE, CSI, ASM",Demonstrated strong leadership skills in group projects.,demonstrated strong leadership skills in group projects.,Positive,9,2019
1832,2020-08-26,Abhinesh Chakraborty,2348666689,CSE-DS,9876538761,1013,"Membership - IET, IEEE, CSI, ASM",Strong potential for future academic and professional success.,strong potential for future academic and professional success.,Positive,8,2020
1833,2023-06-03,Mukul Agnihotri,2502078906,EXTC,9876558874,1236,Conference - Seminar - Workshops - Exhibition - Technical Festival,Strong potential for future academic and professional success.,strong potential for future academic and professional success.,Positive,6,2023
1834,2019-10-04,Anugya Guha,2986500621,CSE-DS,9876593611,1435,"Membership - IET, IEEE, CSI, ASM",Well-prepared and actively engaged during class discussions.,well-prepared and actively engaged during class discussions.,Positive,10,2019
1835,2022-07-11,Ishika Mehta,2293512182,EXTC,9876597767,456,External Technical Training Programs,Received special recognition for outstanding project work.,received special recognition for outstanding project work.,Positive,7,2022
1836,2018-01-09,Jeetu Trivedi,2376602928,COMPS,9876515075,1523,"Membership - IET, IEEE, CSI, ASM",Well-prepared and actively engaged during class discussions.,well-prepared and actively engaged during class discussions.,Positive,1,2018
1837,2021-03-30,Jeetendra Bendre,2020787402,CSE-DS,9876535655,435,"Membership - IET, IEEE, CSI, ASM",Received special recognition for outstanding project work.,received special recognition for outstanding project work.,Positive,3,2021
1838,2019-05-20,Anju Dave,2410306060,CSE-AIML,9876512969,381,"Membership - IET, IEEE, CSI, ASM",Top scorer in the recent quiz competition.,top scorer in the recent quiz competition.,Positive,5,2019
1839,2021-08-26,Santosh Dikshit,2325714083,CSE-AIML,9876557859,646,"Membership - IET, IEEE, CSI, ASM",Received special recognition for outstanding project work.,received special recognition for outstanding project work.,Positive,8,2021
1840,2020-08-24,Pranav Sahu,2883866348,COMPS,9876566398,628,"Membership - IET, IEEE, CSI, ASM",Active participant in extracurricular activities.,active participant in extracurricular activities.,Positive,8,2020
1841,2023-12-29,Saurabh Singhi,2349037028,COMPS,9876523173,178,Conference - Seminar - Workshops - Exhibition - Technical Festival,Demonstrated strong leadership skills in group projects.,demonstrated strong leadership skills in group projects.,Positive,12,2023
1842,2022-03-02,Anurag Dikshit,2204867881,CSE-DS,9876533104,1524,Conference - Seminar - Workshops - Exhibition - Technical Festival,Strong potential for future academic and professional success.,strong potential for future academic and professional success.,Positive,3,2022
1843,2021-09-18,Baldev Chakraborty,2914108411,CSE-AIML,9876519089,382,Conference - Seminar - Workshops - Exhibition - Technical Festival,Well-prepared and actively engaged during class discussions.,well-prepared and actively engaged during class discussions.,Positive,9,2021
1844,2020-12-12,Nitika Prasad,2349154348,COMPS,9876557982,1610,External Technical Training Programs,Received special recognition for outstanding project work.,received special recognition for outstanding project work.,Positive,12,2020
1845,2021-05-19,Marutanjali Adarsh,2322743239,CSE-AIML,9876574951,406,External Technical Training Programs,Consistent attendance throughout the academic year.,consistent attendance throughout the academic year.,Neutral,5,2021
1846,2021-11-02,Indresh Lokhande,2345727153,EXTC,9876522253,1088,External Technical Training Programs,Excellent performance in last semester.,excellent performance in last semester.,Positive,11,2021
1847,2018-01-17,Sangeeta Shastri,2370883288,EXTC,9876526813,337,"Membership - IET, IEEE, CSI, ASM",Demonstrated dedication and commitment to academic excellence.,demonstrated dedication and commitment to academic excellence.,Positive,1,2018
1848,2019-07-26,Abhigyan Gautam,2320608246,COMPS,9876573165,556,Conference - Seminar - Workshops - Exhibition - Technical Festival,Well-prepared and actively engaged during class discussions.,well-prepared and actively engaged during class discussions.,Positive,7,2019
1849,2023-11-07,Nayantara Bose,2163988448,COMPS,9876590370,1876,Conference - Seminar - Workshops - Exhibition - Technical Festival,Received positive feedback from mentors and instructors.,received positive feedback from mentors and instructors.,Positive,11,2023
1850,2023-07-15,Aishwarya Kashyap,2658147292,COMPS,9876554780,1979,"Membership - IET, IEEE, CSI, ASM",Demonstrated strong leadership skills in group projects.,demonstrated strong leadership skills in group projects.,Positive,7,2023
1851,2018-06-10,Keshav Nishad,2586074710,COMPS,9876542658,229,Conference - Seminar - Workshops - Exhibition - Technical Festival,Demonstrated strong leadership skills in group projects.,demonstrated strong leadership skills in group projects.,Positive,6,2018
1852,2020-06-05,Triveni Pandey,2231829393,CSE-AIML,9876582480,1819,"Membership - IET, IEEE, CSI, ASM",Received special recognition for outstanding project work.,received special recognition for outstanding project work.,Positive,6,2020
